Anime_ID|Staff_ID
14819|8064;96950;477;19;1648;7524;15822;81814;35315;7524;15822;81814;1296;5028;8176;15107;17432;22429;23142;25746;35796;38884;47641;47841;50393;63226;8139;38394;31806;74970;76882;531;1074;1389;1438;2555;3644;7108;7852;20935;23514;25241;26532;56713;62521;68135;69455;108396;436;445;917;2177;7134;8136;9194;15878;18813;21028;46112;51073;58397;65512;70503
11821|31;31;36992;31;314;374;624;678;1478;18613;34672;59375;374;11068;18613;21518;24727;34672;44215;59375;63933;734;31;31710;67161;5940;7332;8811;22226;46536;67161;15798;31710;38050;59852;63468;65270;186;4571;317;15843;41511;4450;4878;118446;13920;22547;281;337;542;697;780;794;910;1047;1374;3060;3160;5902;6581;10398;15878;27752;52197;57357;67162
10930|31;31;36992;734;31;31710;67161;5940;186;4571;317;281;281;337;542;697;780;794;910;1047;1374;3160;5902;6581;10398;10398;14826;15878;27752;52197;57357;67162
5504|644;644;110;644;54678;644;1478;2748;5438;14761;22337;27969;108024;110348;1478;2748;11610;14761;22337;30804;39253;54076;108024;26448;47843;22223;2183;5456;2183;2183;7464;8230;12830;17288;18928;25196;25199;29599;33484;37597;37975;41405;46243;54075;136063;8803;55498;55499;51100;446;526;1376;3839;5179;8851;9961;13834;96176;96184;96260;96263;96331;96423;96459;97308;39769;39769;57604;57604;86045
4823|593;593;429;593;16408;22130;593;669;2747;4660;9086;15060;34849;669;2747;8555;31366;34849;49222;2174;23886;75758;33;75758;1684;10635;15060;19702;49220;49221;75758;1369;8466;315;197;6212;12570;36822;39394;7154;15473;27110;55004;57219;525;912;3166;3170;17354;90683;96184;96192;96260;96413
11421|13401;429;429;13401;47674;74555;12774;13401;15802;29714;33277;37082;39253;41759;45965;47674;73001;80121;91681;12774;13401;15802;29714;33277;37082;39253;41759;45965;47674;53184;73001;80121;58429;77095;35785;82407;35785;15203;15802;24861;29714;33277;34030;35785;44537;50352;53184;60196;71567;80116;82556;90169;107452;107823;424;49587;20261;60003;82808;68135;69839;70304;70781;82541;95337;104911;104912;115230;132589;132589;132589;697;15878;17354;41449;53711;56002;66684;85826;96177;96184;97300
16083|15162;2637;8230;14321;15162;47629;71927;119239;130994;12158;14321;15162;34679;47629;71927;111063;140;98854;84514;16;329;4089;15218;24222;30861;44521;47047;51935;55016;78576;81562;84514;95618;96739;131074;133647;424;87710;2091;76821;117356;127442;1465;2106;10673;14929;24736;39003;48696;56091;58051;88587;96597;104148;127450;128420;128421;128422
3758|10898;59704;23616;4459;10898;15373;1550;9241;10898;4884;4883;10902;8102;10902;12396;9241;46540;6552;601;3507;11681;40386;40761;59236;90994;935;2091;8467;20666;90412;22732;22735;22745;22754;22957;22965;22979;27475;30956;32431;33724;61545;65356;25641;25968;26237;26316;277;277;845;848;1583;96600
17732|20515;20515;20515;133794;143718;143719;19928;2842;19928;8772;9494;13904;19928;29115;39222;43185;45257;46810;74080;77345;78034;84652;134328;2842;55902;20515;26289;1621;17526;17530;60273;82780;122215;122218;122698;141403;49072;88584;107757;1122;13966;26347;42611;62405;71281;107339;110389;128620;130749;144674;507;529;1289;3166;30785;53773;78724;86706;86961;115153;141955
5088|1551;24730;33488;45420;49515;45420;110;429;5720;5721;18240;20511;31188;31190;45420;2748;3858;4069;4101;4537;4662;6400;6722;9246;11607;11614;11798;12158;12880;24730;27970;31185;31718;33484;33488;34500;35485;41699;41759;49159;49351;49352;49515;49907;52686;58816;669;2748;3614;3722;4069;4566;4662;4773;6400;6722;11444;11607;11610;11614;12880;14044;23880;27970;30415;30569;30971;31363;31718;33484;35485;37632;41759;45420;49351;49515;54114;56327;56437;47799;42552;89;12819;405;469;1521;1655;1684;2197;3913;4490;5028;5462;8183;9641;10443;17209;18875;21492;28136;29621;30342;31185;32794;32796;33488;40347;46053;46626;46808;56438;12819;14089;39282;3080;407;979;5725;467;1286;8468;13586;17530;30626;31188;56268;96677;110462;110466;110470;110480;111282;531;531;1074;1074;4033;7852;7852;7852;12145;12145;12145;39807;61601;63523;63565;63568;64173;66305;3754;23810;24088;24139;24155;31678;32388;32388;32816;47719;50488;50519;50521;50521;50522;50557;50558;50590;52358;59608;59614;65347;120651;89308;89311;102730;105841;107320;107321;107324;443;507;776;780;849;867;867;949;975;975;1012;1030;1030;3060;4771;7134;9194;13838;17254;48696;73367;73370;73370;90693;96182;96197;96306;96354;96354;96354;96380;96380;96381;96382;96383;48732;48734;48735;48743;48745;48765;48779;48789;48816;50144;55664;58298;64731
165|713;3146;3147;9702;22130;176;713;715;3148;3150;5620;8600;22130;3148;3149;3150;3153;11106;22145;25753;80;3151;26671;47884;3152;21211;33043;689;815;1113;1389;2502;2517;7734;9199;10063;20342;44888;18114;18124;25930;26136;26136;57546;2414;3115;3116;3120;3121;10102;47665
12323|91;91;5720;5721;91;18874;734;2993;420;5601;311;5601;5383;8221;3080;5830;407;424;315;466;467;33583
4771|10898;23616;656;4688;10898;15373;10898;59704;4884;4883;10902;8102;10902;12396;1368;46540;6552;46539;935;2091;3639;4635;20666;90412;22732;22735;22745;22957;22965;22979;27475;28955;30956;32431;33724;61545;65356;25641;25968;26237;26316;722;845;848;1583;96600
7814|51;51;1196;51;1733;1813;1733;31806;1203;1191;1186;74230;74231;74232;74233;74572;27648;27655;31688;50605;50744;52299;52351;53310;53311;62931;62969;77922;79970;77696;77698;83424;83425;26582;56080;74264;86073;71557;71559;71560;71561;48743;48749;48761;48871;49238;49598;49624;55192;58368;73101;74142;94172
1806|4143;1026;1026;4143;7610;8823;10038;26763;75184;306;3027;4143;4786;7343;24057;36193;1039;2802;3027;4143;4786;5866;9089;11363;13624;13831;18096;18097;734;930;5757;12544;13531;13554;13854;14737;27842;27913;27965;28163;28165;28186;28209;28210;28211;28212;28213;28214;28215;28216;28217;28218;28219;28220;28221;28222;28223;28224;28225;28226;28227;28228;28229;28230;28231;28232;28233;28237;28238;28239;28243;28244;1026;96;4785;96;343;1279;1570;2428;3473;5833;9105;9959;10234;12445;12886;13620;14951;16428;20012;21260;993;2580;4656;424;10404;726;472;726;27742;22721;22732;22751;22934;22977;22979;30320;30326;32615;35533;42014;531;1074;1159;1283;1285;3029;4035;5588;7979;26803;70289;116396;24077;31676;31677;31681;32815;32815;32816;38746;48554;50173;50562;50562;28731;38775;45722;63571;15788;25902;25914;25917;26123;26194;47260;335;547;1178;2132;4601;6583;10397;10398;10399;10402;10403;48733;48742;48758;48761;48779;48810;48815;48864;48865;49597;49716;50809;69062;69100;69103;69107;69108
13353|1610;29704;29704;47068;33121;92466;106361;61248;79397;58429;58763;33121;40026;33121;24188;47024;53589;2582;59896;20984;39394;52141;90274;444;5179;5735;12602;30284;60780;68712;68750;69287
5081|106093;106093;106093;70;2617;3616;5612;24246;106093;3616;21003;21263;24246;30971;47628;106093;86466;86467;11403;30408;56;48385;56;18825;23023;31603;32669;3447;3616;4664;6404;8811;9974;10746;13474;18004;21323;30408;317;5457;936;7588;8181;41340;46708;97670;32405;41089;42050;44799;44846;63654;530;1283;4036;4226;7108;13201;59566;28718;29413;31238;54390;55847;76518;15786;26047;26191;29556;35847;798;3189;3931;26960;47881;48611;96184;96187;96355;96518;96563;96929
6827|5380;257;358;668;4629;8728;18669;19679;50890;257;5380;6971;8901;9807;11246;22614;43175;46156;56281;61628;257;3895;5380;11246;32691;39253;49322;51962;57467;57468;87162;37756;58913;5169;13745;35588;345;2276;5169;5833;10708;10963;11246;14174;15389;30827;31372;34686;39390;40236;40347;61629;74940;84176;10426;14090;15700;60226;67791;38507;38744;3166;8090;8091;8105;16228;22529;49412;49237;58249;62734;95901;107891
375|232;232;1252;4270;27807;27808;27809;27810;27811;27812;27813;27814;27815;27816;27817;27818;27822;27823;232;2589;6561;33;74;2706;2589;6409;6410;232;4272;466;1253;601;1254;22724;22754;22754;22934;22934;27474;28547;28672;30221;33398;33773;39932;41044;42049;44799;44846;47118;50532;76534;530;536;1133;1184;1280;1282;1283;1285;2214;2259;2259;3525;3526;3641;3643;5955;6319;7832;9344;9344;9731;3761;23444;23501;23503;23772;24115;31142;31519;31679;31687;31688;32154;32155;32155;32196;32199;32200;32203;32387;32388;32389;32390;35876;50363;50483;50493;50496;50497;50500;50501;50504;50558;50745;50754;50769;50771;50838;52077;52148;52339;52352;63115;63552;69008;70968;71097;71211;71218;71895;71915;71918;73753;76259;83389;95931;123911;123912;27186;29284;29400;29406;29431;15781;25915;26012;26048;26157;26165;26309;26559;26585;27629;300;1012;1045;1103;1249;1250;2384;6567;6568;6569;6573;12272;48732;48732;48734;48738;48741;48743;48743;48745;48752;48755;48756;48758;48761;48765;48770;48770;48784;48789;48809;48810;48811;48864;48867;48900;49059;49195;49238;49492;49493;49596;49601;49606;49613;54083;73065;73147
16742|116202;30082;19;81804;45416;80085;81804;41671;98473;845;55281;71069;77057;85987;94383;94468;94469;95316;96816;102687;112826;113461;113462;113463
17123|99659;18612;18612;145886;99659;3895;14479;99659;120959;137290;135600;65854;35699;65854;79089;124881;98552;979;98568;5937;6682;19270;20378;88928;107681;111642;134267;83236;386;7015;14386;30785;76338;86688;91009;118240;119743;126148
10707|21003;3148;94498;21003;84034;84034;94498;69609;4125;19996;7841;59454;65515;282;504;2416;5658
16073|9804;9804;22116;3154;14481;65451;8817;18289;19491;54529;72180;21666;317;24038;529;659;662;932;1045;1178;1307;5041;5658;9454;63462
10146|3487;3487;14455;61884;40048;40048
492|641;8600;9679;2094;15376;29572;27;1691;2094;15376;29572;643;636;53;60;9187;18578;62;3682;3697;4364;4430;9187;29573;639;640;1334;29577;2832;2832;31675;32388;32390;32815;47693;47694;47724;47734;47734;47760;47760;50493;50504;50517;50521;50558;50590;50789;50838;55251;62925;64524;28716;29279;29279;29389;38770;51673;53044;56439;63571;18114;25641;25645;25930;25933;25985;25989;26037;26237;26877;36373;284;297;511;543;1105;1575;2378;2404
17831|116202;7202;113645;10855;18554;10855;20077;3079;60288;85175;14378;76327;146420;780;17254;22231;30785;39003;48696;63126;67797;67851;76649;85826;94314;95316;96014;108668;114052;127402
10758|1610;29704;38545;29704;38545;47628;62272;47628;62272;58429;58763;33121;40026;33121;24188;33121;48439;2582;59896
16167|4143;5720;5720;16408;77897;1204;1609;2188;4093;4143;8850;11260;15218;17294;28779;33277;35070;59661;83689;85349;146843;146845;8850;15218;17294;36292;80280;81956;83563;83653;94410;99200;100858;116914;1609;4143;35070;55432;70365;47473;45119;40074;47473;60958;1715;2785;11837;15214;15218;16550;25196;33446;33763;34986;35593;35604;37373;37960;40074;47473;56084;56204;58425;59039;59851;60208;60958;68544;74080;77109;82703;89220;89458;105793;128581;39282;33554;424;59526;38553;13586;17530;27544;60006;39394;54244;91112;109463;124563;143698;22757;28653;28918;28944;28979;30199;30203;30211;30213;48059;48329;48346;48347;48349;48350;58366;65646;66209;134670;135675;135698;142915;142916;536;1090;1390;2563;3877;4141;7108;14137;30948;63523;68135;70445;104711;104916;118970;124478;126711;127931;131942;132935;135490;135930;3751;23780;24155;30901;35536;40618;50624;50702;51516;59602;59821;69529;72153;86277;88312;93397;98103;98159;98217;98843;99061;105054;105233;105617;116585;121463;134474;136475;143527;143528;143529;145463;28732;38750;38772;43187;51640;57018;66320;69917;74018;126247;146885;15783;26055;26569;28116;43093;51060;52608;53699;71789;72572;74593;95302;96229;113142;131278;144444;144445;337;527;659;718;780;5039;8342;10397;14071;20999;28606;46112;58051;59005;60215;63485;68107;85826;85915;91893;96597;104166;119743;133475;134849;48821;48830;48843;48860;49427;49447;49537;49552;49652;50048;50054;58102;58417;60644;74862;75561;80302;86149;130042;140462;144146;144156
6052|13401;429;34264;429;5721;13401;22130;34264;2181;2337;5452;9630;11798;13401;13419;22337;42864;55304;57782;59975;2337;12553;13401;15125;22337;39253;42864;55305;56437;53002;5765;469;421;469;2197;15125;18836;25746;26469;44820;49311;55304;56438;57781;424;52747;8581;15892;30626;60001;60004;60005;60006;60007;22719;22723;22729;41967;54703;61241;7107;20342;31217;31220;31220;58589;62405;64331;65527;70285;100785;107435;124203;127490;127490;127491;127492;127496;43191;45713;51739;65570;337;551;1376;4871;17353;17832;43097;73367;73370;90678;90692;90692;96270;96535;96535;96623;48758;48759;48765;48872;48942;49237;50014;55192;55192
7818|644;644;644;26448;47843;22223;2183;86236;49209;136063;8803;16601;27319;28298;54271;446;526;1376;3839;5179;8851;9961;13834;96176;96184;96260;96263;96331;96423;96459;97308
126|909;8581;8581;9808;15641;18815;32177;70;909;2637;2747;2906;4308;4309;5027;5843;5857;5967;7343;8103;8838;10960;12273;18133;21225;22464;29601;32178;32179;32184;32185;569;909;2747;2906;3722;4308;4309;5027;5843;5857;5861;5967;7343;8103;10227;10375;11795;16139;21225;21227;26743;29601;30971;32180;22464;8223;5765;11;8842;11;670;1521;2183;5843;5868;5872;5879;5891;6664;8772;13629;15570;15644;19627;19914;21669;30645;909;317;226;12901;32176;139230;167;30319;30322;748;1083;1085;2456;5234;69084;69084;70283;3753;3755;23450;23477;23495;23531;23781;23789;23795;23805;24089;24094;24097;32151;36191;36661;47713;47737;47737;47738;47739;47740;47740;47740;47752;47768;47769;50372;50372;50374;50693;50738;50789;50908;52146;62930;62932;62935;62936;69006;69008;71210;71214;71215;71913;71914;71915;71918;71919;73753;28731;28732;28733;63571;25929;26136;26258;448;490;503;529;777;789;790;790;1012;1275;1456;7197;50091;50092;73366;96418;96418;96423;96426;96517;96545;96602;96621;96623;96631;96636;96814;96814;96875;96875;29124;29126;116645;48732;48738;48745;48756;48765;48766;48789;48790;48792;48869;38925;38931;38931;38936;39337;39352;39353;39656;39833;46546;46546;56874;59556;62725;62726;62734;63032;63032;73970
12357|4093;26225;26225;4093;83562;3895;4093;83562;4093;83562;305;13867;108066;76049;5169;5169;6656;81475;2197;5113;5169;6656;15214;46816;81475;14828;4600;16746;31898;46539;80251;122215;127073;39095;59957;59958;77181;79571;104366;127074;906;1090;1184;1184;1184;1390;3664;3803;4034;6845;7108;12972;13265;14137;14772;30440;30667;30948;62405;62521;63324;63324;63653;82541;95781;104916;104916;112510;337;386;507;778;910;949;1030;1173;2171;3123;3445;5039;6581;8038;8073;8074;8136;9818;21903;26718;28816;30785;51073;60780;71808;76648
10417|3610;2633;3610;9495;11068;21225;31247;38892;46292;61940;73001;75704;3610;9495;11068;31247;38892;46292;61940;73001;75704;73188;71533;48183;55016;9635;13474;15184;17992;30029;31368;32324;33494;35580;36452;39390;41664;48183;49220;52460;55016;73590;76381;78730;78787;63226;317;63543;111;1519;35390;76416;1109;1131;1386;1388;7734;9199;10063;10246;10793;12493;13966;31220;35993;42612;58056;62405;64331;74567;75828;77434;386;386;386;411;949;1070;2132;2402;3060;3170;9190;12420;14071;14253;15484;17832;18533;21471;23816;27752;48696;50440;54606;61669;63636;66088;68107;74187;86740
10620|91;91;91;18874;22811;54525;140;91;39771;8930;311;8221;407;424;5725;33583;97670;22957;30322;30953;41974;43344;49821;59073;61241;65356;70250;72717;86493;120337;1062;1113;2502;2555;3419;10063;26347;31217;39188;57984;58056;62405;65527;81349;45155;507;851;1497;3183;3224;3588;8342;21028;51073;56710;58757;63462;76338;76339
2941|51;51;1196;51;2207;1817;1722;1732;1757;1203;1187;1186;51;51;663
7037|39;3612;39;6973;21360;15888;33121;16;33121;10894;33121;254;13611;14378;53645;525;10214;15449
9842|9153;9153;13295;38089;56765;61664;75184;9153;9153;37454;37456;39701;39705;112018;55249;61664;61664;37459;1824;37459;37457;37459;38090;88726;254;49310;10470;28845;334;529;6579;6581;8217;9877;14922;22271;27752;28606;29877;57357;57571;57741
6073|8471;3148;60807;100786;525;16480
9287|732;402;141;402;7610;8361;9523;27;732;774;2689;4092;5935;8103;12542;31714;55117;732;16818;21256;31714;39012;55117;82414;83166;732;18581;223;100857;20585;100857;2271;2276;7502;8052;8054;9974;12532;15200;21593;24485;29594;33274;37974;41666;47214;47297;49737;56084;100857;146260;1693;8466;40497;29199;1286;39303;12493;22157;29209;58419;62405;64331;65527;80792;439;949;1207;3170;5894;66684;68280
919|398;29704;398;514;8472;8472;8507;11068;5147;398;514;514;1683;32;69;77;314;513;1551;9230;10173;44;2573;1162;1166;1299;8194;66567;28617;28970;3393;3605;3609;3609;7548;7553;8698;8699;8699;8700;8701;23410;23419;23424;23425;23426;23430;25900;26054;26123;26191;26243;296;296;417;543;662;795;954;956;1004;2079;2416;73369;73370;96328;96332;96345;96349;96350;96805;48828;49428;49496;49497
14089|88;10424;715;10424;115320;127953;88;4069;9254;21053;21280;49515;110348;147116;4069;9254;14592;19006;21053;41759;62485;75435;83563;88;78515;108667;62460;41687;15594;88;3550;7332;13584;20775;21674;26748;35580;39222;40551;48183;68544;72698;98810;110348;72080;8849;76882;17530;31188;31561;42834;80255;114365;2074;2507;7734;19672;37623;62650;83471;917;1022;1289;16487;39770;53741;58051;66753;72641;108668;113308
15714|3610;4171;4171;4629;7856;3610;4092;12542;14130;20758;20966;21262;28343;78839;84821;99792;3023;3610;17650;26822;28343;31745;72657;78839;79956;84821;91583;99792;3085;109819;49876;59346;49876;8056;8406;11473;11756;15107;16799;39494;46825;49732;49876;51934;58562;66540;72100;74414;94354;135925;127169;58479;107604;1289;7636;18813;28816;46653;55286;64105;65512;89772;95225
3772|14130;3887;3887;3360;20250;3360;979;334;794;808;1010;1275;1568;3166;4269;17353;17354
161|28;424;52;28;91;734;735;5757;12544;13531;27932;28239;34613;52;28;420;421;226;466;467;472;473;7618;22729;22934;22936;750;918;919;920;921;31676;31676;31677;32816;32816;50517;40002;70173;25968;25993;26237;39848;1605;5032;5037;42452;14486;96182;96300;96341;96413;56874;66404
8064|449;4629;4629;449;5839;10003;14129;36586;59690;79721;449;6649;22997;24727;79721;89837;4642;65421;8811;24825;6646;9094;22603;25706;46076;78018;1372;24830;7588;97670;411;780;1047;1376;3166;3176;4271;5918;7591
14873|31;10845;39695;11608;39695;46001;31;4093;10845;12549;49349;65993;82904;588;14321;31363;31745;49349;73196;82904;23934;38376;109322;31;67161;79077;85;31233;47468;77769;85;5840;7459;7587;19702;23934;24468;26292;26748;26835;27540;29711;31233;35659;36302;38991;42153;46821;47468;54178;55533;71621;77122;77769;77849;84105;22239;22236;92642;117719;8466;75392;2413;15843;4288;4878;17577;21583;2074;3516;12493;13929;18267;19554;20771;44595;46544;59636;83471;109967;111958;113479;115219;116646;121492;122788;126109;386;438;524;525;1568;3166;5735;5918;16480;85836;93096;102425;108058;108059;108060;108061;108062;108063;108064;116493
14079|3555;402;449;6644;11986;21104;5866;11235;64788;89837;17621;10234;3360;14951;18928;24180;1062;1127;2516;6261;20342;20935;29271;73304;659;724;808;912;949;5108;9935;51047
6294|12273;3416;3416;7202;16992;50326;403;1204;2748;2778;4641;5839;5852;5861;7343;8740;12273;21003;22464;65000;403;2748;5861;7290;8740;12273;20515;21263;22464;23846;50289;65000;25493;42090;22270;22469;22469;27347;22270;25204;22270;25204;39258;40130;59446;61767;61768;75775;88946;99330;99772;99773;113900;89823;100122;44;5086;88575;100104;936;2091;15639;1250;4411;8136;27048
8695|1610;19693;29704;29704;38545;9152;19693;19693;35486;58763;33121;33121;24188;33121;444;5179;5735;12602;30284;58763;60780;68750
3169|1161;8361;36665;1161;1204;1718;2617;2748;4660;6963;9252;9693;36664;110348;1204;2748;6963;9252;9693;12882;13012;22576;1164;1161;1194;56;1171;30396;31603;32669;130797;679;1194;1718;2772;3550;9252;9693;12881;13012;13013;16457;18278;21323;84450;110348;128482;130746;317;963;8540;17452;56944;76742;6212;9689;55502;56945;76744;22715;28917;30218;30320;47143;61545;64138;531;1438;2261;3644;6194;7107;7125;14772;22575;27575;30440;39580;31674;31674;50521;50559;50568;50568;62607;71226;34266;38761;45725;52645;55991;56439;26048;26403;26508;26584;27178;50855;50866;61365;71347;693;870;1259;2131;3166;4271;5595;27100
12431|34652;12773;12773;34652;90142;512;713;13901;15734;27969;34652;36273;71927;90163;105657;512;3949;8103;27969;34652;36273;41128;71927;82432;105657;34652;36273;66740;76542;76543;5662;28153;5662;1801;5662;11234;19702;24861;39438;40347;40560;40563;44626;49909;61753;65313;68316;75182;80269;80810;105657;2582;75154;19868;49519;79331;90133;1131;7734;13966;31217;31220;35993;44742;58056;58419;59221;77434;105710;832;1134;5179;7636;14071;28606;28606;39751;55281;55286;68712;73497;81280
8536|8555;25380;16486;21255;25380;26225;593;669;961;8555;12547;14760;16921;21379;57361;669;8555;10375;16921;21379;36303;38217;57361;68910;62704;39419;1684;27231;5879;10635;10708;11217;11828;15131;15183;15694;18285;23221;26293;29595;33270;40566;43185;47047;47784;51394;68890;68891;68970;1369;27231;27728;45404;494;45479;389;436;3170;13838;14929;16411;19926;20999;22271;25957;28816;31092;62870;90693;96176;96190;96350;96380;96485;96500;96502;96503;96504;96506;96508;96511
12249|10898;33694;23616;656;10898;14480;33694;82674;4892;10898;14473;33694;71130;4884;4883;10902;10902;69;9235;13402;14429;34441;274;3639;4635;22732;22735;22745;22957;22960;22965;22979;27468;27475;32431;33724;61545;65356;277;284;391;522;693;722;845;846;848;974;1019;1134;1307;1307;1499;2419;3057;4885;5108;8136;9874;96600
1140|13401;429;429;13401;39425;429;1287;9086;9153;13401;22267;39422;39426;39427;62666;126980;126981;9086;9153;13401;22267;39426;65504;125585;7034;65372;13402;15171;13402;5383;5891;7593;9641;13402;19702;27993;28849;32898;33277;39429;65186;8141;1236;47425;57991;58409;67382;532;1184;1438;4142;7981;25241;47576;45725;51639;52189;1096;1137;1498;1506;5109;90686;96184;96192;96262;96418
166|39;39;589;3610;3613;3614;3612;39;133;40;3629;40;32;24;32;2188;3615;3616;3617;3618;254;331;555;1162;3629;8244;30319;1157;1281;3604;3605;4336;27648;27653;27655;31688;48573;50566;50568;50605;50630;50754;50813;62931;63117;3747;38751;43198;44992;63571;25901;25917;26057;26192;26193;334;525;2078;3584;3588;48732;48736;48745;48761;49237;69062;69108;69110;69114;69121
16030|1609;36992;26763;36992;45359;131078;1609;4662;11260;20712;24475;81956;116402;1609;8850;24475;28343;31137;36292;99200;105993;46751;71982;3913;56304;35063;3913;56304;691;18941;21674;49189;51935;68544;3637;23745;6725;85410;3175;39394;40985;58666;79198;117531;124563;22715;22754;28938;30959;31001;48063;59073;70011;72629;72717;107476;113397;125192;127091;135206;906;2555;31220;62521;65527;81350;132766;38387;38750;51640;65078;74955;79281;88967;527;9194;10397;14929;55286;56455;59411
14572|9804;9804;15632;21227;22116;115886;3154;14481;22791;37950;50312;55939;65451;8817;19491;19491;8232;11232;18289;19491;34090;43207;72180;529;551;659;662;780;798;932;1043;1043;1045;1070;1178;1307;2052;5658;9454;15878;16404;18062;20365;22535;26846;63462
14888|79372;5720;5720;12773;75184;115897;1959;7508;7595;49322;57361;64718;68970;79372;83067;105300;1959;18096;49322;53146;64718;77021;79372;79956;83067;89576;7595;79372;88571;125045;115897;113119;58177;18;38884;58177;274;2128;2247;3460;4089;5092;6492;7332;7511;11612;18928;18941;23136;23142;24861;38884;41127;41764;53589;55226;58177;65313;72421;72698;76711;77772;78750;79100;79630;80155;91071;101343;18;11862;8849;47988;39394;46175;52141;78796;438;545;1497;14925;17254;20999;57571;63462;68107;74107;76338;86961;95316
2570|7588;358;12773;4;27;3020;7588;10003;11798;12834;21225;26948;7572;7588;9475;12250;13830;14044;20966;21225;23880;66737;7624;19712;19713;345;19714;19715;345;2183;6656;6664;11217;15805;15816;18928;27704;29599;29711;31372;32001;66738;66739;1618;11211;17692;19711;1372;18393;1621;49519;22745;22972;30956;30959;33571;47813;48347;2074;7107;12493;13966;20342;30667;31217;54337;39961;39963;52413;8073;12776;17026;17030;27253;44826;44827;15932;39769;42183;46224;58249;73019;73867
16149|87386;325;325;87386;128990;128991;588;2787;10499;24393;65993;87386;89229;91515;24393;128989;19087;42092;5931;72398;141084;1920;135753;6480;11536;141030;141031;141033;141034;141035;141036;141037;141038;141039;141040;141041;979;6710;13586;60006;127500;120404;124563;127501;127502;141028;906;1184;1283;2532;2532;3050;3673;68135;88698;129403;129404;129404;129405;129408;129411;547;662;929;1376;2050;3166;3445;5039;8105;13838;16411;26718;62870;85826;94383;104959;115634;115634;48732;48764;48816;48816;49237;50292;55192;58495;63522;73942;80942;128825
385|4643;4056;19462;43102;818;4643;4772;5558;5638;10981;30418;5670;62016;10980;3348;4383;3348;20084;54034;4345;8482;8483;8485;8486;73567;38505;21025;27189;25914;448;458;508;548;853;1249;5410;5493;9122;36367
11789|115255;15181;55249;72953;2813;3699;254;386;527;5039;5902
17081|5380;22350;25293;8052;8102;47988;443;722;1010;3485;5735;5902;8342;14385;16988;32323;48696;53711
3447|58;58;827;8230;31204;31204;58;1287;8230;31193;98812;58;1287;8224;15125;30135;98812;140;31627;8230;251;8183;15125;17196;21280;30827;33488;34414;424;15846;35013;58666;74630;98607;55614;60862;65078;66361;70773;300;417;439;448;1207;10209;17778;37737;54650;96258;96270;96272;96380;96469
15692|20146;73001;431;431;16992;64081;68405;73001;265;8926;10610;11068;17693;20146;21893;34849;37058;73001;80121;8926;10610;13830;17693;20146;21893;34849;73001;75147;80121;83563;105993;107632;18581;1690;68679;5940;68679;7510;11837;12095;15214;22609;29699;32796;33289;34915;35018;40347;40558;46876;54625;55952;56747;64389;68679;80362;80370;81878;83191;83848;84651;89279;89451;89459;97376;117398;130725;104294;979;25502;66762;84389;89192;107824;533;1090;1390;4141;7108;13201;62521;129474;389;662;808;1178;1576;2177;3060;5658;10398;14929;66755
2480|9087;8956;9087;9153;39701;39704;62666;9087;9153;13295;39701;39704;62666;1373;37451;51681;48291;13295;86445;13295;9092;13295;27993;28849;37455;254;17907;13293;15892;16973;39394;902;1062;2074;2504;2504;2516;2516;3516;3660;12493;13929;21905;21909;63415;503;524;526;542;545;658;1070;3839;8217;13977;14929;14929
11715|18532;31204;51882;18532;8840;33060;7146;95183;62;107731;62;3568;6641;10902;12396;25680;25706;29575;34441;54119;72870;317;6838;6555;277;912;1498;12301;18533;20353;41609;95184
4241|2589;2589;5382;1958;2181;2589;4093;5967;10960;11607;19089;37692;37693;1958;2589;5453;10375;11607;19089;31476;37693;37694;147237;2589;5453;19089;37693;37694;8338;30952;2589;2589;1698;18941;2180;4104;7735;9232;18941;37695;37696;22262;5457;30951;51351;61453;61459;65538;65538;68073;86979;86984;86984;90548;90548;52984;59626;62662;62664;62665;68380;527;1173;1447;5685;7347;9741;9961;10814;17481;19600;25260;30996;36676;37688;37689;59008;73367;73368;90680;90680;90685;96299;96423;96446;96471;96646;96814;96814;38916;38936
15681|4772;5721;124780;4772;11607;15162;18278;92080;15162;9922;137385;124780;2771;92080;59346;77764;92080;85677;7841;40497;54243;467;5721;137386;22972;28955;30222;33724;42011;42032;133156;133157;133158;133159;133160;133161;13265;63324;70304;118670;69006;69008;71211;71214;71216;71218;71919;85572;99728;3745;31238;38775;51159;65515;66362;126247;131997;1464;14389;31827;59071;76647;126636;126637;126638;126639;126640;126641
507|8979;20667;20669;3138;2665;20668;101509;2665;14850;101508;20671;107938;107949;108115;3755;23533;50552;50738;50760;50765;50817;59597;59606;62927;62931;63185;105337;29387;39979;25975;26123;26403;26507;130097;2378;2378;2379;2379;2596;7705;48825;49797;64575
